id,value
id_0,7.0570268825651885
id_1,18.656933589725863
id_2,25.919916832905642
id_3,3.1894767391759653
id_4,26.92920791313099
id_5,21.118227883415837
id_6,23.519171716683477
id_7,29.568110063942484
id_8,16.447084888813258
id_9,59.71498271241207
id_10,11.44133021575731
id_11,9.070363881605056
id_12,62.907186742035336
id_13,51.12490713786632
id_14,21.18286078081361
id_15,12.255123292079794
id_16,31.794103574359784
id_17,69.5044481588136
id_18,1.5060105126527807
id_19,16.872470363383105
id_20,42.83240909628822
id_21,75.05188711484365
id_22,9.072786198261289
id_23,18.819880509395517
id_24,13.503172813972656
id_25,38.549868967459936
id_26,14.31899831546357
id_27,67.98817341757133
id_28,7.258504976704425
id_29,54.81844308086581
id_30,24.792354450755376
id_31,9.683824069456918
id_32,5.058074197675877
id_33,19.953072038804827
id_34,27.43820766116351
id_35,36.89128903608136
id_36,44.997598722408476
id_37,29.214309278417282
id_38,41.25926880803641
id_39,33.721250622333876
id_40,6.642999322310604
id_41,40.810899733339674
id_42,32.068180313373844
id_43,50.73077228767171
id_44,16.614337370606094
id_45,36.67137510496116
id_46,24.31642862508011
id_47,10.029408292177935
id_48,24.529993273050152
id_49,31.72442728960565
id_50,23.08884718306996
id_51,8.24515604458183
id_52,20.860303895298312
id_53,52.10110023630064
id_54,15.02461075049255
id_55,36.437269598086424
id_56,32.66127099011127
id_57,20.930648548538947
id_58,56.89919577678572
id_59,23.39345609600164
id_60,14.247213314428285
id_61,44.6453627875618
id_62,12.845779899427217
id_63,49.25820637677043
id_64,13.920856672505375
id_65,15.788707427325484
id_66,14.787158379077674
id_67,-0.45868262616297417
id_68,44.0138219516603
id_69,27.48665709632833
id_70,21.512000919291378
id_71,42.242710962893035
id_72,60.4432461650818
id_73,6.453562584869966
id_74,16.32906419480192
id_75,3.845664087117062
id_76,38.368765918572905
id_77,13.907027022883934
id_78,21.32623685876235
id_79,20.62102762896585
id_80,23.23355432959004
id_81,37.2046821753424
id_82,20.192282780820317
id_83,92.46318151486739
id_84,36.548289195813055
id_85,27.51488372520979
id_86,20.89429358650891
id_87,31.961981296189478
id_88,23.418158959864282
id_89,20.234352349481277
id_90,29.17505178529312
id_91,41.187949567294154
id_92,5.2007481587232975
id_93,38.804779195735755
id_94,47.1636455635484
id_95,17.35080359725492
id_96,31.890145933100587
id_97,12.868634900588358
id_98,23.1841787596579
id_99,4.931414485970505
id_100,16.59106269860408
id_101,29.651774190083113
id_102,14.67676140406617
id_103,15.772525945476039
id_104,23.357697421178948
id_105,39.51148414830173
id_106,29.853133130497667
id_107,6.5491209689542105
id_108,7.022006971971336
id_109,78.65174445568375
id_110,48.885633964681055
id_111,15.319579701885832
id_112,27.135424639797836
id_113,15.576826685038885
id_114,12.969919150548256
id_115,25.653689514731404
id_116,26.68770325302556
id_117,9.474307229175833
id_118,20.838177563529236
id_119,19.402711252362874
id_120,81.35000043962809
id_121,23.618025980455254
id_122,34.784887668742776
id_123,24.43521903208041
id_124,7.660571502174153
id_125,40.329761347069464
id_126,9.710892282627913
id_127,21.82929540448495
id_128,28.61349182710817
id_129,62.51878306387852
id_130,23.244924721685624
id_131,23.92342774409221
id_132,57.537829832441545
id_133,14.878925691823408
id_134,13.2963857004858
id_135,3.6903238945971517
id_136,13.268630177985399
id_137,58.5919661711464
id_138,20.356938220235836
id_139,7.322886225941573
id_140,27.797926921723736
id_141,25.696394269874396
id_142,45.34847289245582
id_143,28.256783796747936
id_144,18.017992280736774
id_145,25.55364808812905
id_146,11.231197071715505
id_147,49.95769980959855
id_148,21.52776784408488
id_149,39.80264510457647
id_150,10.7538082430669
id_151,7.05730715347534
id_152,24.15348464878796
id_153,6.748228497705925
id_154,15.352670311013679
id_155,42.740366846107456
id_156,8.659494568450787
id_157,37.02269348612951
id_158,13.530081649764316
id_159,18.466135294399045
id_160,39.8284490022595
id_161,18.159234131067684
id_162,13.026149525107622
id_163,7.276081467239583
id_164,46.11884174215597
id_165,29.604263564097714
id_166,0.9492514949409091
id_167,15.096773297393394
id_168,61.970516895333986
id_169,14.303364242455302
id_170,65.39401950452125
id_171,37.65509307245616
id_172,27.725471663437602
id_173,18.85366677234255
id_174,62.942232168954824
id_175,25.74607473569448
id_176,19.86552135389928
id_177,39.821136089261586
id_178,12.454153846684932
id_179,30.885112548149603
id_180,16.921876890504826
id_181,9.892334872091572
id_182,56.79439196058313
id_183,45.95767417352717
id_184,14.865875983806585
id_185,36.1435117441291
id_186,26.3057403680325
id_187,72.3418554585863
id_188,9.443872108218882
id_189,54.96649726933626
id_190,38.36352932452624
id_191,15.205987471896004
id_192,27.884969703207798
id_193,2.512248693666557
id_194,18.818395378360346
id_195,0.7623714949453865
id_196,34.15209300140278
id_197,10.995356675313037
id_198,18.44267352133679
id_199,61.01252252502886
id_200,23.948513856272047
id_201,25.807185181931096
id_202,65.0448799931026
id_203,11.24648291812341
id_204,8.073386485902335
id_205,10.953766796476343
id_206,7.486259473261076
id_207,2.907384587184359
id_208,132.03347761834863
id_209,19.84766532004286
id_210,15.681624300081564
id_211,15.282958719335666
id_212,36.9563568191642
id_213,35.81361259595089
id_214,19.145948542786755
id_215,34.94426564502303
id_216,101.04382709930087
id_217,0.7572138396736715
id_218,12.632300346150014
id_219,30.723714868374817
id_220,15.090876239736925
id_221,12.835484120421604
id_222,-84.44809394102312
id_223,12.169707766715971
id_224,17.116095922842188
id_225,65.85916038186416
id_226,16.488808692824968
id_227,17.732651806678714
id_228,9.065245704334826
id_229,7.855562927426764
id_230,47.04533326937512
id_231,12.85127896956678
id_232,54.49797884367067
id_233,41.265095035235376
id_234,24.730792833779464
id_235,42.163362687757
id_236,78.29930786880416
id_237,42.17906222271613
id_238,11.216967733014654
id_239,16.86342129655607
