id,value
id_0,6.9350548929158355
id_1,18.478090192931706
id_2,25.366777365583907
id_3,2.9730025961369515
id_4,26.91145323399575
id_5,21.24777234040844
id_6,23.708063474086174
id_7,28.752055582416702
id_8,17.092795954725805
id_9,59.16845365808743
id_10,12.045709905623445
id_11,10.698539552738453
id_12,62.52483684070023
id_13,50.130394481832006
id_14,21.31816275256665
id_15,11.807139367972644
id_16,31.925663523590284
id_17,68.48554089831713
id_18,1.845245399543812
id_19,16.25442729799196
id_20,43.21600957619664
id_21,75.08163602014423
id_22,9.699812461352511
id_23,18.683044807914367
id_24,12.907750388999894
id_25,39.210492718554576
id_26,14.170068503406185
id_27,67.26068275672539
id_28,7.3368441158931175
id_29,55.66244615075708
id_30,22.24070511461175
id_31,10.54634571087178
id_32,5.290551519368005
id_33,19.713702346305276
id_34,26.8136631187833
id_35,36.92553396603966
id_36,44.6479464149702
id_37,29.65552576845384
id_38,42.633828229541564
id_39,34.19269372717556
id_40,8.436366391234916
id_41,40.70263734788064
id_42,33.18369864067993
id_43,51.27519810385915
id_44,16.053117143855047
id_45,37.12025778490795
id_46,24.628435623100614
id_47,11.085788346709752
id_48,23.962452832487447
id_49,32.63206331690455
id_50,23.414160491850566
id_51,8.770405768915383
id_52,21.241626209647976
id_53,52.2497427718525
id_54,14.46234197492487
id_55,36.05583769206182
id_56,32.9811662371673
id_57,21.202474242702785
id_58,56.50179383081504
id_59,24.01023938175307
id_60,13.916005840727404
id_61,44.89263382394227
id_62,12.817652285332116
id_63,49.409441538879896
id_64,14.279398580049829
id_65,15.593930056151946
id_66,14.580286667821696
id_67,0.5875905694166595
id_68,43.89199854988332
id_69,27.702191328726286
id_70,21.808918181384033
id_71,42.280500983915914
id_72,59.65681617140586
id_73,6.194472439373606
id_74,16.758069270876415
id_75,3.5023072446124774
id_76,37.05875655643217
id_77,13.590378677699166
id_78,20.900095026236592
id_79,20.927222846929816
id_80,23.203444106395118
id_81,37.291131274582625
id_82,18.89390601391418
id_83,92.32543743676419
id_84,36.67326189985885
id_85,27.80069058347766
id_86,20.976122782712295
id_87,32.22026222210466
id_88,23.316263567859746
id_89,19.679781036101364
id_90,29.64147320920321
id_91,41.57490280959062
id_92,5.284912600473894
id_93,38.96046304206182
id_94,47.648430665644696
id_95,17.536187600815822
id_96,31.840063080483734
id_97,12.572786392852931
id_98,22.830215060863328
id_99,4.923946779553658
id_100,17.48648691251648
id_101,29.656077748496255
id_102,15.338686349334429
id_103,15.659975235745778
id_104,23.425553913708892
id_105,38.95134179729536
id_106,29.842346206516112
id_107,7.090722759664845
id_108,6.484608118474029
id_109,77.26001443014975
id_110,48.26987034576481
id_111,15.088349529260094
id_112,27.358261793987815
id_113,16.052376612114614
id_114,12.531508074192955
id_115,25.360190546812255
id_116,27.0102220744472
id_117,8.939431043968021
id_118,20.60160730865073
id_119,19.064374281496796
id_120,82.19227605298947
id_121,24.12904594011775
id_122,35.09580486753708
id_123,24.52041235996794
id_124,8.355738109822564
id_125,40.202878417183165
id_126,9.376264782674726
id_127,21.665376508417587
id_128,29.06686169582189
id_129,61.85469704420895
id_130,22.750939099749584
id_131,24.64518741986947
id_132,57.37824820549595
id_133,14.605708960243412
id_134,12.737855934705564
id_135,3.082961430821636
id_136,14.027464218012664
id_137,59.22960925469215
id_138,20.90912392854288
id_139,7.892571581184863
id_140,28.47784404012651
id_141,25.644182535197707
id_142,45.60831955653244
id_143,26.78398001155734
id_144,17.589582733469438
id_145,25.560284794805565
id_146,11.085382843554191
id_147,50.35140178346484
id_148,21.349732192797052
id_149,40.55647521665295
id_150,10.268011425544024
id_151,7.375629250191357
id_152,24.03526932316181
id_153,6.60333331483816
id_154,14.978914681283602
id_155,42.23290215850913
id_156,8.60178461909243
id_157,37.53976277964782
id_158,12.890041988518732
id_159,18.153405805753277
id_160,41.11546105303304
id_161,18.628834255063598
id_162,13.365039730189048
id_163,6.872825056162386
id_164,45.56021186256835
id_165,29.96070264548723
id_166,2.2411083561611536
id_167,14.904717330071616
id_168,61.87651279195046
id_169,13.858991679502834
id_170,65.4306132206962
